iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
3,q069,4171.853,3.305,4175.158,2.2575
3,q070,14178.527,3.174,14181.701,8.3125
3,q071,2944.939,3.177,2948.116,3.3824
3,q072,173.032,3.175,176.207,2.9871
3,q073,94.852,3.213,98.065,2.7693
3,q074,1416.548,2.685,1419.233,2.4302
3,q075,275.854,2.651,278.505,1.7276
3,q076,84.75,2.783,87.533,1.4417
3,q077,549.289,2.696,551.985,4.122
3,q078,37.211,2.569,39.78,2.9705
3,q079,196.382,2.63,199.012,1.6479
3,q080,73.989,0.678,74.667,1.4655
3,q081,43.634,0.657,44.291,1.5995
3,q082,101.175,0.684,101.859,2.1509
3,q083,119.62,0.675,120.295,2.0655
3,q084,356.149,0.744,356.893,1.4811
3,q085,367.91,0.696,368.606,1.4753
3,q086,78.076,1.4,79.476,1.4118
3,q087,48.17,0.66,48.83,1.6979
3,q088,353.983,0.665,354.648,1.1187
3,q089,87.813,0.667,88.48,2.2195
3,q090,91.044,0.674,91.718,1.6045
3,q091,267.875,0.681,268.556,2.2684
3,q092,52.232,0.62,52.852,1.1909
3,q093,135.956,0.674,136.63,2.9409
3,q094,42.708,0.625,43.333,2.0567
3,q095,191.144,1.538,192.682,1.3733
3,q096,171.302,1.617,172.919,1.2439
3,q097,1740.64,1.687,1742.327,1.7619
3,q098,1289.223,1.629,1290.852,2.355
3,q099,80.48,1.619,82.099,3.4718
3,q100,63.021,1.429,64.45,1.0992
3,q101,77.625,1.446,79.071,1.1706
3,q102,144.198,1.373,145.571,1.1544
3,q103,177.278,1.574,178.852,2.6506
3,q104,786.138,1.644,787.782,2.4496
3,q105,7133.577,1.663,7135.24,2.1192
3,q106,173.229,1.643,174.872,2.2562
3,q107,17056.503,1.631,17058.134,3.5047
3,q108,25491.739,1.74,25493.479,4.159
3,q109,86.473,2.46,88.933,1.4422
3,q110,76.149,2.467,78.616,1.3688
3,q111,113.3,2.443,115.743,1.3983
3,q112,99.399,2.46,101.859,1.3427
3,q113,908.827,1.635,910.462,2.948
3,q114,798.323,1.681,800.004,2.3381
3,q115,1429.238,1.647,1430.885,2.7005
3,q116,135.453,1.613,137.066,2.9568
3,q117,71.505,1.377,72.882,1.2711
3,q118,88.724,1.416,90.14,1.6281
3,q119,148.97,1.618,150.588,1.6507
3,q121,77.494,1.627,79.121,1.7238
3,q123,6960.446,1.606,6962.052,2.768
3,q124,236.71,1.643,238.353,1.7426
3,q125,25.856,1.584,27.44,2.8991
3,q127,124.024,2.493,126.517,2.4158
3,q128,152.381,2.486,154.867,2.2273
3,q129,144.288,2.462,146.75,2.5628
3,q130,49.671,2.007,51.678,1.4182
3,q131,877.419,2.527,879.946,3.1214
3,q132,18.268,2.485,20.753,2.957
3,q133,726.727,2.43,729.157,3.3021
3,q134,5503.606,2.632,5506.238,6.4686
3,q135,72683.668,2.461,72686.129,1.988
3,q136,15458.26,2.591,15460.851,3.1656
3,q137,116.856,1.855,118.711,4.3687
3,q138,2920.757,1.774,2922.531,6.5373
3,q139,203.357,2.604,205.961,1.1865
3,q140,7072.889,4.985,7077.874,9.1238
3,q141,11030.755,4.909,11035.664,1.6886
3,q142,10756.104,5.054,10761.158,4.3377
3,q143,9647.077,4.958,9652.035,6.0532
3,q144,808.741,2.6,811.341,1.2595
3,q145,167.088,3.108,170.196,2.8865
3,q146,134.193,3.114,137.307,1.3516
4,q001,16.692,0.392,17.084,1.0
4,q002,412.449,0.458,412.907,1.9031
4,q003,111.184,0.471,111.655,2.1305
4,q004,125.492,0.505,125.997,2.1249
4,q005,308.798,0.473,309.271,1.752
4,q006,76.472,0.467,76.939,1.6255
4,q007,84.555,0.642,85.197,1.5772
4,q008,115.978,0.66,116.638,1.5679
4,q009,76.497,0.681,77.178,1.1486
4,q010,48.62,0.692,49.312,1.592
4,q011,38.748,0.702,39.45,1.8799
4,q012,68.096,0.702,68.798,2.5394
4,q013,27.792,0.695,28.487,2.1378
4,q014,13.804,0.699,14.503,3.7079
4,q015,354.575,0.668,355.243,1.1187
4,q016,38.547,0.68,39.227,1.7248
4,q017,8.565,0.603,9.168,1.6773
4,q018,33.48,0.987,34.467,1.1378
4,q019,21.01,0.574,21.584,1.0005
4,q020,56.764,0.602,57.366,1.1345
4,q021,40.89,0.612,41.502,1.983
4,q022,80.892,0.649,81.541,2.4494
4,q023,55.748,0.641,56.389,1.7852
4,q024,22.03,0.629,22.659,2.6919
4,q025,49.398,1.649,51.047,1.227
4,q026,31.948,1.354,33.302,1.1125
4,q027,21.777,1.605,23.382,2.5091
4,q028,565.501,1.364,566.865,1.1646
4,q029,70.633,1.402,72.035,1.4111
4,q030,17802.43,1.538,17803.968,7.954
4,q031,1169.24,1.536,1170.776,3.9234
4,q032,662.526,1.697,664.223,2.4804
4,q033,42.706,1.675,44.381,4.9617
4,q034,19012.396,1.571,19013.967,2.8436
4,q035,371.251,1.601,372.852,3.076
4,q036,27.033,1.572,28.605,3.1756
4,q037,84.146,1.564,85.71,1.3425
4,q038,3400.929,1.651,3402.58,1.7911
4,q039,375.091,1.619,376.71,3.1906
4,q040,30.545,1.374,31.919,1.1915
4,q041,8.921,1.411,10.332,2.3195
4,q042,101.552,1.316,102.868,1.2206
4,q043,316.785,1.532,318.317,1.4159
4,q044,224.22,1.649,225.869,2.1608
4,q045,7.606,1.525,9.131,2.0636
4,q046,153.22,2.438,155.658,2.2273
4,q047,1990.02,2.395,1992.415,3.0551
4,q048,18.394,2.399,20.793,14.9677
4,q049,741.113,2.395,743.508,2.7046
4,q050,63.325,2.426,65.751,7.1684
4,q051,5552.915,2.416,5555.331,3.2221
4,q052,6368.896,2.481,6371.377,3.7739
4,q053,85.801,1.726,87.527,2.1903
4,q054,8.262,1.762,10.024,1.6152
4,q055,3.948,2.142,6.09,1.8527
4,q056,1519.539,1.748,1521.287,6.8726
4,q057,4785.199,1.849,4787.048,17.3646
4,q059,5243.747,3.199,5246.946,3.622
4,q060,530.641,2.596,533.237,1.4783
4,q061,105.075,2.663,107.738,2.0096
4,q062,28.059,2.497,30.556,3.3946
4,q063,40.678,2.657,43.335,1.9114
4,q064,164.174,2.825,166.999,3.0756
4,q065,35.756,2.775,38.531,2.4734
4,q066,160.647,2.891,163.538,3.0463
4,q067,11.405,2.942,14.347,3.1886
4,q068,42761.866,4.079,42765.945,4.2353
4,q069,4124.854,3.343,4128.197,2.2575
4,q070,14152.984,3.16,14156.144,8.3125
4,q071,2935.297,3.05,2938.347,3.3824
4,q072,178.908,3.15,182.058,2.9871
4,q073,93.094,3.219,96.313,2.7693
4,q074,1431.203,2.625,1433.828,2.4302
4,q075,287.028,2.726,289.754,1.7276
4,q076,85.871,2.697,88.568,1.4417
4,q077,550.979,2.644,553.623,4.122
4,q078,37.247,2.694,39.941,2.9705
4,q079,199.456,2.67,202.126,1.6479
4,q080,75.535,0.709,76.244,1.4655
4,q081,42.837,0.678,43.515,1.5995
4,q082,98.807,0.66,99.467,2.1509
4,q083,118.961,0.658,119.619,2.0655
4,q084,369.877,0.717,370.594,1.4811
4,q085,369.404,0.707,370.111,1.4753
4,q086,77.406,1.382,78.788,1.4118
4,q087,48.935,0.665,49.6,1.6979
4,q088,353.531,0.652,354.183,1.1187
4,q089,90.03,0.673,90.703,2.2195
