iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
4,4a,87.882,2.419,90.301,1.0321
4,4b,31.857,2.196,34.053,1.1108
4,4c,89.171,2.065,91.236,1.0471
4,5a,67.364,2.526,69.89,1.0188
4,5b,63.365,2.453,65.818,1.0187
4,5c,96.983,2.476,99.459,1.1148
4,6a,23.457,2.195,25.652,1.3742
4,6b,173.21,2.164,175.374,1.3188
4,6c,6.511,2.37,8.881,1.5278
4,6d,3190.978,2.543,3193.521,1.3921
4,6e,17.038,2.351,19.389,1.3886
4,6f,3682.597,2.057,3684.654,1.251
4,7a,129.215,10.991,140.206,2.052
4,7b,177.466,9.29,186.756,1.0617
4,7c,6682.377,10.905,6693.282,1.2604
4,8a,937.853,6.591,944.444,1.1445
4,8b,55.256,7.407,62.663,1.7205
4,8c,1925.04,4.862,1929.902,1.3065
4,8d,693.116,5.161,698.277,2.0637
4,9a,158.552,13.388,171.94,1.1515
4,9b,153.952,12.259,166.211,1.2443
4,9c,220.744,11.201,231.945,1.1409
4,9d,1603.306,11.061,1614.367,1.3217
5,10a,243.531,5.528,249.059,1.1767
5,10b,141.601,5.171,146.772,1.1267
5,10c,6964.824,4.942,6969.766,1.2058
5,11a,33.934,10.156,44.09,1.1476
5,11b,37.217,9.554,46.771,1.24
5,11c,37.046,9.198,46.244,1.37
5,11d,623.842,8.883,632.725,12.7351
5,12a,108.637,10.166,118.803,1.11
5,12b,39.776,9.907,49.683,1.0973
5,12c,419.672,10.354,430.026,1.1783
5,13a,340.662,14.253,354.915,1.2565
5,13b,143.824,15.947,159.771,1.2369
5,13c,108.26,16.038,124.298,1.636
5,13d,1631.005,13.593,1644.598,1.6347
5,14a,242.067,9.91,251.977,1.2426
5,14b,110.503,10.177,120.68,1.2765
5,14c,405.514,10.076,415.59,1.2759
5,15a,158.35,21.993,180.343,1.1833
5,15b,19.687,22.45,42.137,1.0759
5,15c,598.176,21.773,619.949,1.1802
5,15d,842.93,20.333,863.263,1.2658
5,16a,157.391,9.626,167.017,1.3576
5,16b,12110.39,9.036,12119.426,4.1733
5,16c,1090.472,9.443,1099.915,2.2353
5,16d,668.756,9.577,678.333,2.3071
5,17a,2321.239,5.559,2326.798,1.559
5,17b,4595.412,5.165,4600.577,1.3382
5,17c,4479.232,5.208,4484.44,1.3628
5,17d,4530.168,5.241,4535.409,1.3628
5,17e,2627.426,5.492,2632.918,1.4797
5,17f,2397.89,5.214,2403.104,1.483
5,18a,2211.769,5.969,2217.738,1.1353
5,18b,104.75,6.793,111.543,1.1232
5,18c,3168.553,6.383,3174.936,1.3574
5,19a,132.941,46.426,179.367,1.6388
5,19b,55.268,41.358,96.626,3.201
5,19c,786.614,43.353,829.967,2.8498
5,19d,4919.046,39.769,4958.815,4.184
5,1a,43.766,2.561,46.327,1.1153
5,1b,38.983,2.179,41.162,1.1413
5,1c,39.943,2.196,42.139,1.08
5,1d,38.858,2.016,40.874,1.1386
5,20a,2252.812,24.7,2277.512,2.4996
5,20b,805.857,25.033,830.89,4.2027
5,20c,788.308,24.791,813.099,3.8801
5,21a,37.661,21.461,59.122,3.8725
5,21b,37.333,21.532,58.865,1.2187
5,21c,241.176,22.076,263.252,4.7119
5,22a,1673.761,59.756,1733.517,14.9356
5,22b,369.535,60.357,429.892,2.1983
5,22c,1162.577,61.705,1224.282,10.0996
5,22d,2816.164,59.881,2876.045,16.9367
5,23a,154.235,53.563,207.798,2.4108
5,23b,29.014,52.835,81.849,2.0976
